"id","label"
"CL:4023060","hippocampal CA1-3 neuron"
"CL:4023061","hippocampal CA4 neuron"
"CL:0000000","cell"
"CL:0000540","neuron"
"CL:0000034","stem cell"
"CL:0000036","epithelial fate stem cell"
"CL:0000037","hematopoietic stem cell"
"CL:0000049","common myeloid progenitor"
"CL:0000050","megakaryocyte-erythroid progenitor cell"
"CL:0000051","common lymphoid progenitor"
"CL:0000057","fibroblast"
"CL:0000065","ependymal cell"
"CL:0000066","epithelial cell"
"CL:0000071","blood vessel endothelial cell"
"CL:0000075","columnar/cuboidal epithelial cell"
"CL:0000077","mesothelial cell"
"CL:0000084","T cell"
"CL:0000094","granulocyte"
"CL:0000099","interneuron"
"CL:0000100","motor neuron"
"CL:0000113","mononuclear phagocyte"
"CL:0000115","endothelial cell"
"CL:0000125","glial cell"
"CL:0000127","astrocyte"
"CL:0000128","oligodendrocyte"
"CL:0000136","adipocyte"
"CL:0000146","simple columnar epithelial cell"
"CL:0000148","melanocyte"
"CL:0000158","club cell"
"CL:0000163","endocrine cell"
"CL:0000165","neuroendocrine cell"
"CL:0000169","type B pancreatic cell"
"CL:0000171","pancreatic A cell"
"CL:0000173","pancreatic D cell"
"CL:0000175","luteal cell"
"CL:0000182","hepatocyte"
"CL:0000188","cell of skeletal muscle"
"CL:0000192","smooth muscle cell"
"CL:0000232","erythrocyte"
"CL:0000233","platelet"
"CL:0000235","macrophage"
"CL:0000236","B cell"
"CL:0000240","stratified squamous epithelial cell"
"CL:0000241","stratified cuboidal epithelial cell"
"CL:0000242","Merkel cell"
"CL:0000244","transitional epithelial cell"
"CL:0000287","eye photoreceptor cell"
"CL:0000312","keratinocyte"
"CL:0000317","sebocyte"
"CL:0000359","vascular associated smooth muscle cell"
"CL:0000432","reticular cell"
"CL:0000451","dendritic cell"
"CL:0000453","Langerhans cell"
"CL:0000499","stromal cell"
"CL:0000503","theca cell"
"CL:0000509","gastrin secreting cell"
"CL:0000525","syncytiotrophoblast cell"
"CL:0000526","afferent neuron"
"CL:0000542","lymphocyte"
"CL:0000553","megakaryocyte progenitor cell"
"CL:0000556","megakaryocyte"
"CL:0000557","granulocyte monocyte progenitor cell"
"CL:0000559","promonocyte"
"CL:0000561","amacrine cell"
"CL:0000573","retinal cone cell"
"CL:0000575","corneal epithelial cell"
"CL:0000576","monocyte"
"CL:0000604","retinal rod cell"
"CL:0000623","natural killer cell"
"CL:0000632","hepatic stellate cell"
"CL:0000636","Mueller cell"
"CL:0000646","basal cell"
"CL:0000648","kidney granular cell"
"CL:0000649","spinous cell of epidermis"
"CL:0000653","podocyte"
"CL:0000654","primary oocyte"
"CL:0000669","pericyte"
"CL:0000679","glutamatergic neuron"
"CL:0000706","choroid plexus epithelial cell"
"CL:0000738","leukocyte"
"CL:0000740","retinal ganglion cell"
"CL:0000745","retina horizontal cell"
"CL:0000746","cardiac muscle cell"
"CL:0000748","retinal bipolar neuron"
"CL:0000764","erythroid lineage cell"
"CL:0000775","neutrophil"
"CL:0000786","plasma cell"
"CL:0000787","memory B cell"
"CL:0000788","naive B cell"
"CL:0000816","immature B cell"
"CL:0000817","precursor B cell"
"CL:0000818","transitional stage B cell"
"CL:0000826","pro-B cell"
"CL:0000837","hematopoietic multipotent progenitor cell"
"CL:0000839","myeloid lineage restricted progenitor cell"
"CL:0000844","germinal center B cell"
"CL:0000860","classical monocyte"
"CL:0000936","early lymphoid progenitor"
"CL:0000945","lymphocyte of B lineage"
"CL:0000970","unswitched memory B cell"
"CL:0000972","class switched memory B cell"
"CL:0000980","plasmablast"
"CL:0000990","conventional dendritic cell"
"CL:0001035","bone cell"
"CL:0001054","CD14-positive monocyte"
"CL:0001055","CD14-positive, CD16-low monocyte"
"CL:0001065","innate lymphoid cell"
"CL:0001067","group 1 innate lymphoid cell"
"CL:0002059","CD8-alpha-positive thymic conventional dendritic cell"
"CL:0002062","pulmonary alveolar type 1 cell"
"CL:0002063","pulmonary alveolar type 2 cell"
"CL:0002064","pancreatic acinar cell"
"CL:0002068","Purkinje myocyte"
"CL:0002079","pancreatic ductal cell"
"CL:0002080","pancreatic centro-acinar cell"
"CL:0002088","interstitial cell of Cajal"
"CL:0002095","hilus cell of ovary"
"CL:0002138","endothelial cell of lymphatic vessel"
"CL:0002144","capillary endothelial cell"
"CL:0002145","multiciliated columnar cell of tracheobronchial tree"
"CL:0002153","corneocyte"
"CL:0002207","brush cell of trachea"
"CL:0002208","brush cell of bronchus"
"CL:0002224","lens epithelial cell"
"CL:0002255","stromal cell of endometrium"
"CL:0002262","endothelial cell of sinusoid"
"CL:0002275","pancreatic PP cell"
"CL:0002292","type I cell of carotid body"
"CL:0002306","epithelial cell of proximal tubule"
"CL:0002329","basal epithelial cell of tracheobronchial tree"
"CL:0002332","multiciliated epithelial cell of the bronchus"
"CL:0002341","basal cell of prostate epithelium"
"CL:0002350","endocardial cell"
"CL:0002363","keratocyte"
"CL:0002364","cortical thymic epithelial cell"
"CL:0002425","early T lineage precursor"
"CL:0002453","oligodendrocyte precursor cell"
"CL:0002457","epidermal Langerhans cell"
"CL:0002460","CD8-alpha-negative thymic conventional dendritic cell"
"CL:0002483","hair follicle melanocyte"
"CL:0002521","subcutaneous adipocyte"
"CL:0002536","epithelial cell of amnion"
"CL:0002543","vein endothelial cell"
"CL:0002557","fibroblast of pulmonary artery"
"CL:0002562","hair germinal matrix cell"
"CL:0002573","Schwann cell"
"CL:0002574","stromal cell of pancreas"
"CL:0002585","retinal blood vessel endothelial cell"
"CL:0002586","retinal pigment epithelial cell"
"CL:0002591","smooth muscle cell of the pulmonary artery"
"CL:0002592","smooth muscle cell of the coronary artery"
"CL:0002597","smooth muscle cell of bladder"
"CL:0002598","bronchial smooth muscle cell"
"CL:0002604","hippocampal astrocyte"
"CL:0002605","astrocyte of the cerebral cortex"
"CL:0002620","skin fibroblast"
"CL:0002621","gingival epithelial cell"
"CL:0002652","endothelial cell of high endothelial venule"
"CL:0005006","ionocyte"
"CL:0008019","mesenchymal cell"
"CL:0008024","pancreatic endocrine cell"
"CL:0008034","mural cell"
"CL:0009011","transit amplifying cell of colon"
"CL:0009016","intestinal crypt stem cell of large intestine"
"CL:0009084","glandular epithelial cell of endometrium"
"CL:0010008","cardiac endothelial cell"
"CL:0010012","cerebral cortex neuron"
"CL:0012000","astrocyte of the forebrain"
"CL:0012001","neuron of the forebrain"
"CL:0019018","blood vessel smooth muscle cell"
"CL:0019019","tracheobronchial smooth muscle cell"
"CL:0019032","intestinal tuft cell"
"CL:1000414","endothelial cell of venule"
"CL:1000458","melanocyte of skin"
"CL:1001318","renal interstitial pericyte"
"CL:1001319","bladder cell"
"CL:1001433","epithelial cell of exocrine pancreas"
"CL:1001599","pancreas exocrine glandular cell"
"CL:2000032","peripheral nervous system neuron"
"CL:4023057","cerebellar inhibitory GABAergic interneuron"
"CL:4033050","catecholaminergic neuron"
"CL:0009018","lymphocyte of large intestine lamina propria"
"CL:0009080","tuft cell of small intestine"
"CL:0009086","endothelial cell of respiratory system lymphatic vessel"
"CL:0009089","lung pericyte"
"CL:0009100","hepatic portal fibroblast"
"CL:0009115","lymph node lymphatic vessel endothelial cell"
"CL:0011004","lens fiber cell"
"CL:0011103","sympathetic neuron"
"CL:0017000","pulmonary ionocyte"
"CL:0017002","prostate neuroendocrine cell"
"CL:0017011","hillock cell of prostatic urethral epithelium"
"CL:0019002","tracheobronchial chondrocyte"
"CL:0019003","tracheobronchial goblet cell"
"CL:0019017","lymphatic vessel smooth muscle cell"
"CL:0019026","periportal region hepatocyte"
"CL:0019028","midzonal region hepatocyte"
"CL:0019029","centrilobular region hepatocyte"
"CL:1000223","pulmonary neuroendocrine cell"
"CL:1000271","lung multiciliated epithelial cell"
"CL:1000279","smooth muscle cell of large intestine"
"CL:1000308","fibrocyte of adventitia of ureter"
"CL:1000309","epicardial adipocyte"
"CL:1000321","large intestine crypt goblet cell"
"CL:1000322","pancreatic goblet cell"
"CL:1000324","duodenal goblet cell"
"CL:1000325","jejunal goblet cell"
"CL:1000326","ileal goblet cell"
"CL:1000329","tracheal goblet cell"
"CL:1000330","serous cell of epithelium of trachea"
"CL:1000331","serous cell of epithelium of bronchus"
"CL:1000348","basal cell of epithelium of trachea"
"CL:1000349","basal cell of epithelium of bronchus"
"CL:1000350","basal cell of epithelium of terminal bronchiole"
"CL:1000351","basal cell of epithelium of respiratory bronchiole"
"CL:1000352","basal cell of epithelium of lobular bronchiole"
"CL:1000398","endothelial cell of hepatic sinusoid"
"CL:1000412","endothelial cell of arteriole"
"CL:1000413","endothelial cell of artery"
"CL:1000417","myoepithelial cell of sweat gland"
"CL:1000452","parietal epithelial cell"
"CL:1000454","kidney collecting duct epithelial cell"
"CL:1000457","mesothelial cell of visceral peritoneum"
"CL:1000486","basal cell of urothelium"
"CL:1000487","smooth muscle cell of prostate"
"CL:1000489","reticular cell of splenic cord"
"CL:1000493","mesothelial cell of visceral pleura"
"CL:1000597","papillary tips cell"
"CL:1000692","kidney interstitial fibroblast"
"CL:1000708","ureter adventitial cell"
"CL:1000714","kidney cortex collecting duct principal cell"
"CL:1000716","kidney outer medulla collecting duct principal cell"
"CL:1000718","kidney inner medulla collecting duct principal cell"
"CL:1000768","kidney connecting tubule epithelial cell"
"CL:1000849","kidney distal convoluted tubule epithelial cell"
"CL:1000850","macula densa epithelial cell"
"CL:1001005","glomerular capillary endothelial cell"
"CL:1001033","peritubular capillary endothelial cell"
"CL:1001096","kidney afferent arteriole endothelial cell"
"CL:1001099","kidney efferent arteriole endothelial cell"
"CL:1001106","kidney loop of Henle thick ascending limb epithelial cell"
"CL:1001107","kidney loop of Henle thin ascending limb epithelial cell"
"CL:1001108","kidney loop of Henle medullary thick ascending limb epithelial cell"
"CL:1001109","kidney loop of Henle cortical thick ascending limb epithelial cell"
"CL:1001111","kidney loop of Henle thin descending limb epithelial cell"
"CL:1001131","vasa recta ascending limb cell"
"CL:1001285","vasa recta descending limb cell"
"CL:1001428","bladder urothelial cell"
"CL:1001431","kidney collecting duct principal cell"
"CL:1001568","pulmonary artery endothelial cell"
"CL:1001577","tonsil squamous cell"
"CL:1001607","articular chondrocyte"
"CL:2000040","bladder microvascular endothelial cell"
"CL:2000053","splenic endothelial cell"
"CL:2000061","placental amniotic mesenchymal stromal cell"
"CL:2000062","placental villus capillary endothelial cell"
"CL:2000066","cardiac ventricle fibroblast"
"CL:2000067","cardiac atrium fibroblast"
"CL:2000091","endometrial microvascular endothelial cell"
"CL:3000002","sympathetic noradrenergic neuron"
"CL:4023038","L6b glutamatergic cortical neuron"
"CL:4023039","amygdala excitatory neuron"
"CL:4023062","dentate gyrus neuron"
"CL:4023063","medial ganglionic eminence derived interneuron"
"CL:4023064","caudal ganglionic eminence derived cortical interneuron"
"CL:4023068","thalamic excitatory neuron"
"CL:4023072","brain vascular cell"
"CL:4023074","mammillary body neuron"
"CL:4023079","midbrain-derived inhibitory neuron"
"CL:4030009","epithelial cell of proximal tubule segment 1"
"CL:4030010","epithelial cell of proximal tubule segment 2"
"CL:4030011","epithelial cell of proximal tubule segment 3"
"CL:4030012","kidney loop of Henle short descending thin limb epithelial cell"
"CL:4030016","epithelial cell of early distal convoluted tubule"
"CL:4030017","epithelial cell of late distal convoluted tubule"
"CL:4030018","kidney connecting tubule principal cell"
"CL:4030022","renal medullary fibroblast"
"CL:4030032","valve interstitial cell"
"CL:4033003","myoepithelial cell of bronchus submucosal gland"
"CL:4033005","serous secreting cell of bronchus submucosal gland"
"CL:4033007","brush cell of epithelium of lobar bronchus"
"CL:4033008","vein endothelial cell of respiratory system"
"CL:4033009","goblet cell of epithelium of lobar bronchus"
"CL:4033010","neuroendocrine cell of epithelium of lobar bronchus"
"CL:4033017","bronchiolar smooth muscle cell"
"CL:4033018","lung megakaryocyte"
"CL:4033020","mucus secreting cell of trachea gland"
"CL:4033021","myoepithelial cell of trachea gland"
"CL:4033022","mucus secreting cell of bronchus submucosal gland"
"CL:4033025","perichondrial fibroblast"
"CL:4033026","lung perichondrial fibroblast"
"CL:4033044","deuterosomal cell"
"CL:4033055","airway submucosal gland duct multiciliated cell"
"CL:4033064","uterine resident macrophage"
"CL:4052049","striated cell of salivary gland"
"CL:0000129","microglial cell"
"CL:0000644","Bergmann glial cell"
"CL:1001474","medium spiny neuron"
"CL:4023008","intratelencephalic-projecting glutamatergic cortical neuron"
"CL:4023009","extratelencephalic-projecting glutamatergic cortical neuron"
"CL:4023012","near-projecting glutamatergic cortical neuron"
"CL:4023059","committed oligodendrocyte precursor"
"CL:0000097","mast cell"
"CL:0000484","connective tissue type mast cell"
"CL:0000492","CD4-positive helper T cell"
"CL:0000624","CD4-positive, alpha-beta T cell"
"CL:0000625","CD8-positive, alpha-beta T cell"
"CL:0000767","basophil"
"CL:0000771","eosinophil"
"CL:0000798","gamma-delta T cell"
"CL:0000809","double-positive, alpha-beta thymocyte"
"CL:0000815","regulatory T cell"
"CL:0000845","marginal zone B cell of spleen"
"CL:0000895","naive thymus-derived CD4-positive, alpha-beta T cell"
"CL:0009071","medullary thymic epithelial cell type 1"
"CL:0009072","medullary thymic epithelial cell type 2"
"CL:0009073","medullary thymic epithelial cell type 3"
"CL:0009074","medullary thymic epithelial cell type 4"
"CL:0009075","myo-medullary thymic epithelial cell"
"CL:0009076","neuro-medullary thymic epithelial cell"
"CL:0009077","subcapsular thymic epithelial cell"
"CL:0009078","thymic fibroblast type 1"
"CL:0009079","thymic fibroblast type 2"
"CL:0009081","specified double negative thymocyte (Homo sapiens)"
"CL:0009082","committed double negative thymocyte (Homo sapiens)"
"CL:0009083","rearranging double negative thymocyte (Homo sapiens)"
"CL:0009103","lymph node marginal reticular cell"
"CL:0009104","B cell zone reticular cell"
"CL:0009105","T cell zone reticular cell"
"CL:0009106","medullary reticular cell"
"CL:0009107","lymphatic endothelial cell of subcapsular sinus ceiling"
"CL:0009108","lymphatic endothelial cell of subcapsular sinus floor"
"CL:0009109","lymphatic endothelial cell of trabecula"
"CL:0009110","lymphatic endothelial cell of medulla ceiling"
"CL:0009111","centrocyte"
"CL:0009112","centroblast"
"CL:0009113","T follicular regulatory cell"
"CL:0009114","monocytoid B cell"
"CL:0011031","monocyte-derived dendritic cell"
"CL:0017004","telocyte"
"CL:0019015","lung parenchyma resident eosinophil"
"CL:1000299","fibroblast of connective tissue of prostate"
"CL:1000301","fibroblast of subepithelial connective tissue of prostatic gland"
"CL:1000344","paneth cell of epithelium proper of small intestine"
"CL:1000477","cardiac pacemaker cell of sinoatrial node"
"CL:1000691","kidney interstitial myofibroblast"
"CL:1000695","kidney interstitial alternatively activated macrophage"
"CL:1000715","kidney cortex collecting duct intercalated cell"
"CL:1000717","kidney outer medulla collecting duct intercalated cell"
"CL:1000742","glomerular mesangial cell"
"CL:1001432","kidney collecting duct intercalated cell"
"CL:2000054","hepatic pit cell"
"CL:3000001","Hofbauer cell"
"CL:4023013","corticothalamic-projecting glutamatergic cortical neuron"
"CL:4023188","midget ganglion cell of retina"
"CL:4023189","parasol ganglion cell of retina"
"CL:4028002","alveolar capillary type 1 endothelial cell"
"CL:4028003","alveolar capillary type 2 endothelial cell"
"CL:4028004","alveolar type 1 fibroblast cell"
"CL:4028006","alveolar adventitial fibroblast"
"CL:4030006","fallopian tube secretory epithelial cell"
"CL:4030007","fallopian tube multiciliated epithelial cell"
"CL:4030013","kidney loop of Henle long descending thin limb outer medulla epithelial cell"
"CL:4030014","kidney loop of Henle long descending thin limb inner medulla epithelial cell"
"CL:4030015","kidney collecting duct alpha-intercalated cell"
"CL:4030019","kidney connecting tubule intercalated cell"
"CL:4030020","kidney connecting tubule alpha-intercalated cell"
"CL:4030021","kidney connecting tubule beta-intercalated cell"
"CL:4032000","club-like cell of the urethral epithelium"
"CL:4033014","peg cell"
"CL:4033016","secondary crest myofibroblast"
"CL:4033023","airway submucosal gland collecting duct epithelial cell"
"CL:4033024","airway submucosal gland duct basal cell"
"CL:4033038","lung resident memory CD4-positive, alpha-beta T cell"
"CL:4033039","lung resident memory CD8-positive, alpha-beta T cell"
"CL:4033041","CCL3-positive alveolar macrophage"
"CL:4033042","metallothionein-positive alveolar macrophage"
"CL:4033043","lung interstitial macrophage"
"CL:4033045","lung migratory dendritic cell"
"CL:4033048","respiratory tract suprabasal cell"
"CL:4033056","onychocyte"
"CL:4033062","interstitial extravillous trophoblast cell"
"CL:4033063","endovascular extravillous trophoblast cell"
"CL:4052048","intercalated cell of salivary gland"
"CL:0000897","CD4-positive, alpha-beta memory T cell"
"CL:0000900","naive thymus-derived CD8-positive, alpha-beta T cell"
"CL:0000905","effector memory CD4-positive, alpha-beta T cell"
"CL:0000909","CD8-positive, alpha-beta memory T cell"
"CL:0000913","effector memory CD8-positive, alpha-beta T cell"
"CL:0001050","effector CD8-positive, alpha-beta T cell"
"CL:0001062","effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
"CL:0001203","CD8-positive, alpha-beta memory T cell, CD45RO-positive"
"CL:0002436","mature CD4 single-positive thymocyte"
"CL:0002437","mature CD8 single-positive thymocyte"
"CL:0000033","apocrine cell"
"CL:0000041","mature eosinophil"
"CL:0000091","Kupffer cell"
"CL:0000096","mature neutrophil"
"CL:0000132","corneal endothelial cell"
"CL:0000186","myofibroblast cell"
"CL:0000212","obsolete absorptive cell"
"CL:0000402","obsolete CNS interneuron"
"CL:0000434","eccrine cell"
"CL:0000442","follicular dendritic cell"
"CL:0000485","mucosal type mast cell"
"CL:0000516","perineuronal satellite cell"
"CL:0000523","mononuclear cytotrophoblast cell"
"CL:0000545","T-helper 1 cell"
"CL:0000546","T-helper 2 cell"
"CL:0000577","type EC enteroendocrine cell"
"CL:0000583","alveolar macrophage"
"CL:0000584","enterocyte"
"CL:0000682","M cell of gut"
"CL:0000711","cumulus granulosa cell"
"CL:0000743","hypertrophic chondrocyte"
"CL:0000749","ON-bipolar cell"
"CL:0000750","OFF-bipolar cell"
"CL:0000784","plasmacytoid dendritic cell"
"CL:0000793","CD4-positive, alpha-beta intraepithelial T cell"
"CL:0000794","CD8-positive, alpha-beta cytotoxic T cell"
"CL:0000796","CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
"CL:0000802","CD8-alpha alpha positive, gamma-delta intraepithelial T cell"
"CL:0000814","mature NK T cell"
"CL:0000824","mature natural killer cell"
"CL:0000836","promyelocyte"
"CL:0000840","immature conventional dendritic cell"
"CL:0000866","thymic macrophage"
"CL:0000872","splenic marginal zone macrophage"
"CL:0000874","splenic red pulp macrophage"
"CL:0000875","non-classical monocyte"
"CL:0000876","splenic white pulp macrophage"
"CL:0000877","splenic tingible body macrophage"
"CL:0000882","thymic medullary macrophage"
"CL:0000883","thymic cortical macrophage"
"CL:0000887","lymph node subcapsular sinus macrophage"
"CL:0000888","lymph node tingible body macrophage"
"CL:0000899","T-helper 17 cell"
"CL:0000910","cytotoxic T cell"
"CL:0000914","immature NK T cell"
"CL:0000915","CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell"
"CL:0000921","type I NK T cell"
"CL:0000934","CD4-positive, alpha-beta cytotoxic T cell"
"CL:0000935","CD4-negative, CD8-negative, alpha-beta intraepithelial T cell"
"CL:0000938","CD16-negative, CD56-bright natural killer cell, human"
"CL:0000940","mucosal invariant T cell"
"CL:0000942","thymic plasmacytoid dendritic cell"
"CL:0000987","IgA plasma cell"
"CL:0001006","dermal dendritic cell"
"CL:0001056","dendritic cell, human"
"CL:0001058","plasmacytoid dendritic cell, human"
"CL:0001069","group 2 innate lymphoid cell"
"CL:0001070","beige adipocyte"
"CL:0001071","group 3 innate lymphoid cell"
"CL:0001078","group 3 innate lymphoid cell, human"
"CL:0001087","effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
"CL:0002038","T follicular helper cell"
"CL:0002042","immature NK T cell stage IV"
"CL:0002071","enterocyte of epithelium of large intestine"
"CL:0002193","myelocyte"
"CL:0002196","hepatic oval stem cell"
"CL:0002201","renal beta-intercalated cell"
"CL:0002225","secondary lens fiber"
"CL:0002228","primary lens fiber"
"CL:0002303","pigmented ciliary epithelial cell"
"CL:0002304","non-pigmented ciliary epithelial cell"
"CL:0002337","keratinocyte stem cell"
"CL:0002340","luminal cell of prostate epithelium"
"CL:0002343","decidual natural killer cell, human"
"CL:0002394","CD141-positive myeloid dendritic cell"
"CL:0002396","CD14-low, CD16-positive monocyte"
"CL:0002399","CD1c-positive myeloid dendritic cell"
"CL:0002410","pancreatic stellate cell"
"CL:0002558","fibroblast of villous mesenchyme"
"CL:0002565","iris pigment epithelial cell"
"CL:0002568","mesenchymal stem cell of Wharton's jelly"
"CL:0002576","perineurial cell"
"CL:0002619","adult endothelial progenitor cell"
"CL:0002677","naive regulatory T cell"
"CL:0005019","pancreatic epsilon cell"
"CL:0008036","extravillous trophoblast"
"CL:0009009","paneth cell of colon"
"CL:0009068","CD8aa(I) thymocyte"
"CL:0009069","CD8aa(II) thymocyte"
"CL:0009070","corticomedullary thymic epithelial cell"